"BehaviorSpace results (NetLogo 6.0.4)"
"attitude_change.nlogo"
"delta_p2"
"08/21/2018 15:54:30:733 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","200","-38","38"
"[run number]","initial_groupspread","independent_distribution","latitude_acceptance","color_axis_max","sharpness_acceptance","alpha","p","eta","polarity","focus_one","b","M","p_as","motivated_cognition","N","rolling","skip_ticks_draw","iterations_per_tick","visualization","intergroup_credibility","[step]","cum_fragmentation","cum_sd","cum_biasmean"
"112","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.03","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5734450198939882","0.3854577333324914","0.030508610216824238"
"113","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.03","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5857410896576567","0.3874446717635781","0.02761766378286942"
"114","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.03","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5836287025750833","0.3844402350601093","0.02962233776411627"
"115","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.03","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6055461622640048","0.38588259727137986","0.02529937696488326"
"116","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.03","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5889056433094324","0.38025019090284523","0.03242424521507449"
"117","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.70903082927656","1.3509937871717594","2.5608341132583803"
"118","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.6723855112070645","1.3498029914916405","2.5515121752055254"
"119","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.5598286180927743","1.35297612038272","2.523742560054493"
"120","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.453978733663177","1.3433372713015952","2.511056191359605"
"121","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.3321060832771536","1.3408760015956223","2.490597146999697"
"122","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1950559337069606","1.3355878678800173","2.4614784714944338"
"123","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.0600532020766757","1.3217964695658322","2.456812568946563"
"124","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.855392642214383","1.3177506845046036","2.4118070249954195"
"125","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.6539430778349384","1.3121770948030087","2.3722151902860023"
"126","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.3175080202175757","1.2959328414852844","2.305321892038086"
"127","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.0034215189883513","1.2764966074524515","2.237586546189962"
"128","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4201645316237346","1.2198153808881909","2.0520982284962304"
"129","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2796992674464664","0.5347021623425445","0.158403696780119"
"130","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3248209256325294","0.5155006026657868","0.0813209906297343"
"131","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3624056854150797","0.49824814277157736","0.04669985147245109"
"132","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3871223661721401","0.4843228639977973","0.04737804866762827"
"133","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4435019261430924","0.4739919222802941","0.040393743846908005"
"134","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4621595943607826","0.4602918245660768","0.03647472657290945"
"135","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4875866591357778","0.4460730639941798","0.0349605813663151"
"136","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4951839115653582","0.44681173863468043","0.02787925898763053"
"137","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5189478636041784","0.44941661520930803","0.030677957781147975"
"138","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.508092787516358","0.4478558794616754","0.028256101029811995"
"139","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5295108846570287","0.445033760337874","0.027914347702104273"
"140","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.53159349101048","0.4417371500039128","0.030912076515733668"
"141","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5251948180559458","0.43781905290660866","0.02756270253568344"
"142","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5368773402081284","0.43786037747811296","0.03145820528768741"
"143","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5406797497229932","0.4351256179498859","0.028076604372751196"
"144","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.5526429404733524","0.43820920890397463","0.031212044604996252"
"145","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.04","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.550355813171453","0.42994347447292236","0.02707187929028781"
"146","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.4624771929932705","1.4422145688769898","2.301750358368316"
"147","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.3586249572491935","1.4338496118947015","2.2802118394623405"
"148","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.1847010255775188","1.4297939296695419","2.2394539275578675"
"149","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","3.039227979210909","1.4233928043649724","2.209632390243946"
"150","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.912990879096217","1.4071546514977298","2.202622044478209"
"151","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.687237251589731","1.400969048498442","2.132666404057403"
"152","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.4240454664729745","1.3863822191687245","2.0718297507021814"
"153","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.149642724799","1.3664200182496176","2.004979321766951"
"154","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.7340788817562416","1.324699955299539","1.8992284093874776"
"155","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3157833215969645","1.2349986409987497","1.6785948575474698"
"156","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.140699265892243","0.6186266767160518","0.14704884274649885"
"157","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.1811884013046507","0.5932295884806854","0.06686659785513027"
"158","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.212095590869883","0.5739331684459292","0.059155680445878746"
"159","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2580168021876275","0.5607755830223177","0.05105520791034104"
"160","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2998073419530622","0.5411528752503131","0.04540379363380743"
"161","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3434147648704884","0.532666257214595","0.04071863764370933"
"162","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3618849779382654","0.5172244175249834","0.035330110833471665"
"163","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.404245010713567","0.5063924681629569","0.04036304458719726"
"164","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.9","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4256927639606694","0.49642820836323365","0.028415555131793"
"165","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.91","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.44019158127367","0.48951875508032433","0.03487907142976907"
"166","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.92","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4471146791279557","0.4943888477972204","0.028956886723503866"
"167","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.93","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4495580187231698","0.4883521555609998","0.03249043191061731"
"168","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.94","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4534161897317046","0.4861688900450209","0.032540655946663576"
"169","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.95","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4750983198054406","0.482893838454646","0.0295878577573107"
"170","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.96","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.479224510569639","0.4862021334684086","0.03143105227705358"
"171","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.97","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.477785855666772","0.4819561559118038","0.030692222293939263"
"172","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.98","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4742308667519572","0.4761101395564761","0.02684689304301558"
"173","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","0.99","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4839478953384528","0.4747869921179426","0.028744018518066426"
"174","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.05","1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.4810378618640316","0.47377828035609254","0.030702890693804955"
"175","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.9994830932561634","1.4926942919565032","1.9777154735202989"
"176","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.05","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.8764302406037516","1.4776278137336487","1.9671351848301637"
"177","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.1","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.63316993733976","1.4613107441973732","1.9018023986577224"
"178","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.15","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.5006093529790974","1.4476455864976392","1.8693559701198112"
"179","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.2","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","2.2813785408570424","1.4254288161959354","1.8188118885726794"
"180","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.25","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.9652802943974204","1.3897687198150777","1.7184705908371771"
"181","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.3","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.6220920058961408","1.3294826862068971","1.5731868757803922"
"182","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.35","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.245630288484829","1.132889019408943","1.1944567517603268"
"183","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.4","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.047442330634628","0.7080506186699019","0.1876296177121235"
"184","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.45","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.083462258539352","0.6754972792868097","0.07951213762672794"
"185","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.5","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.1005777008217243","0.6508664804159333","0.06604741264789143"
"186","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.55","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.124939935919271","0.6271087983470832","0.06016100347576647"
"187","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.6","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.167675472424756","0.6105286550783867","0.04424180956963242"
"188","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.65","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2061215221396773","0.5973521544393616","0.0448912036073873"
"189","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.7","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2391807524317202","0.5792833031230249","0.04795994430062799"
"190","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.75","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2779493541280293","0.5703070461266319","0.037376646284222756"
"191","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.8","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.2976530196893592","0.5525325964231028","0.03535349917970041"
"192","0","normal (mean 0  sd 1)","1","0.15","2","0.1","0.06","0.85","false","true","2","3.5","probability for new random","no","500","true","10","20","Heatmap timeline","1","1","1.3304096608860896","0.5418173580833882","0.0338420484557373"
